title,genres,platforms,playtime,rating,released,summary,tags
Olija,"Action, Adventure, Indie","Xbox One, Nintendo Switch, PlayStation 4, PC",2,71,2021-01-28,"olija. Genres: Action, Adventure, Indie. Available on: Xbox One, Nintendo Switch, PlayStation 4, PC. Released: 2021-01-28","Singleplayer, Steam Achievements, Full controller support, Atmospheric, 2D, Exploration, Action-Adventure, Pixel Graphics"
Rain of Reflections: Chapter 1,"Adventure, Strategy, Indie",PC,2,33,2019-10-04,"rain of reflections chapter 1. Genres: Adventure, Strategy, Indie. Available on: PC. Released: 2019-10-04","Singleplayer, Steam Achievements, Full controller support, Steam Cloud, Gore, Violent, Captions available"
The Lion’s Song,Adventure,"Nintendo Switch, Linux, PC, macOS, Android, iOS",1,76,2017-07-12,"the lions song 2. Genres: Adventure. Available on: Nintendo Switch, Linux, PC, macOS, Android, iOS. Released: 2017-07-12","Story, Episodic, Demons, history, unique, train"
Underworld Ascendant,"Action, RPG, Indie","PC, Nintendo Switch, PlayStation 4, Xbox One",2,61,2018-11-15,"underworld ascendant. Genres: Action, RPG, Indie. Available on: PC, Nintendo Switch, PlayStation 4, Xbox One. Released: 2018-11-15","Singleplayer, Full controller support, RPG, Sandbox, Dungeon Crawler, Immersive Sim"
Ravaged Zombie Apocalypse,"Action, Shooter",PC,3,35,2013-08-19,"ravaged zombie apocalypse. Genres: Action, Shooter. Available on: PC. Released: 2013-08-19","Action, Shooter"
The Elder Scrolls V: Skyrim Legendary Edition,"Adventure, RPG","PC, PlayStation 3, Xbox 360",,91,2013-06-04,"the elder scrolls v skyrim legendary edition. Genres: Adventure, RPG. Available on: PC, PlayStation 3, Xbox 360. Released: 2013-06-04","Adventure, RPG"
ASTA Online,"Action, Adventure, RPG, Strategy, Massively Multiplayer",PC,1,30,2017-04-26,"asta online. Genres: Action, Adventure, RPG, Strategy, Massively Multiplayer. Available on: PC. Released: 2017-04-26","Singleplayer, Multiplayer, steam-trading-cards, RPG, Open World, Horror, Online Co-Op, Free to Play"
The Kings' Crusade,Strategy,PC,1,33,2010-10-08,the kings crusade. Genres: Strategy. Available on: PC. Released: 2010-10-08,"Singleplayer, Multiplayer, Medieval"
The Stalin Subway: Red Veil,Shooter,PC,3,44,2006-10-05,the stalin subway red veil. Genres: Shooter. Available on: PC. Released: 2006-10-05,"Singleplayer, steam-trading-cards, First-Person, FPS, Female Protagonist"
SkyTime,"Action, Casual, Indie","PlayStation 4, Nintendo Switch, PC, Linux, macOS",3,42,2016-12-02,"skytime. Genres: Action, Casual, Indie. Available on: PlayStation 4, Nintendo Switch, PC, Linux, macOS. Released: 2016-12-02","Singleplayer, Steam Achievements, Full controller support, steam-trading-cards, Partial Controller Support, Other"
Curvatron,"Casual, Indie","PC, Linux",4,0,2016-01-29,"curvatron. Genres: Casual, Indie. Available on: PC, Linux. Released: 2016-01-29","Singleplayer, Steam Achievements, Steam Cloud, steam-trading-cards, Partial Controller Support, Difficult, Split Screen, Local Multiplayer"
Big Bang Empire,"Adventure, RPG, Strategy, Casual, Massively Multiplayer, Indie",PC,1,26,2016-08-23,"big bang empire. Genres: Adventure, RPG, Strategy, Casual, Massively Multiplayer, Indie. Available on: PC. Released: 2016-08-23","Singleplayer, RPG, Free to Play, Anime, Cross-Platform Multiplayer, Nudity, In-App Purchases, Mature"
Colt Express,"Strategy, Board Games, Casual","Android, PC, iOS",1,60,2016-11-17,"colt express. Genres: Strategy, Board Games, Casual. Available on: Android, PC, iOS. Released: 2016-11-17","Singleplayer, Multiplayer, Online multiplayer, Cross-Platform Multiplayer, Board Game"
Gunstar Heroes,Action,"Linux, macOS, Genesis, Game Gear, Nintendo 3DS, Xbox 360, PC, PlayStation 3",,84,1993-09-09,"gunstar heroes. Genres: Action. Available on: Linux, macOS, Genesis, Game Gear, Nintendo 3DS, Xbox 360, PC, PlayStation 3. Released: 1993-09-09","Singleplayer, Multiplayer, Great Soundtrack, Co-op, cooperative, 2D, Classic, Split Screen"
Zero Escape: Virtue's Last Reward,"Adventure, Puzzle","Nintendo 3DS, PS Vita",34,87,2012-02-16,"zero escape virtues last reward. Genres: Adventure, Puzzle. Available on: Nintendo 3DS, PS Vita. Released: 2012-02-16",puzzles
EA SPORTS Rory McIlroy PGA TOUR,Sports,"PlayStation 4, Xbox One",,67,2015-07-14,"ea sports rory mcilroy pga tour. Genres: Sports. Available on: PlayStation 4, Xbox One. Released: 2015-07-14","Multiplayer, online, Golf"
Rise of the Ronin,"Action, Adventure, RPG","PC, PlayStation 5",1,66,2024-03-22,"rise of the ronin. Genres: Action, Adventure, RPG. Available on: PC, PlayStation 5. Released: 2024-03-22","Singleplayer, Steam Achievements, Multiplayer, Steam Cloud, RPG, Co-op, Open World, cooperative"
Dark Deity,"Adventure, RPG, Strategy, Indie",PC,2,68,2021-06-15,"dark deity. Genres: Adventure, RPG, Strategy, Indie. Available on: PC. Released: 2021-06-15","Singleplayer, Steam Achievements, Full controller support, Steam Cloud, RPG, Story Rich, 2D, Fantasy"
Deduction,"Strategy, Simulation, Casual, Indie",PC,2,0,2021-04-12,"deduction 2. Genres: Strategy, Simulation, Casual, Indie. Available on: PC. Released: 2021-04-12","Multiplayer, Co-op, cooperative, First-Person, FPS, Online Co-Op, Free to Play, PvP"
Dead Estate,"Action, Indie","Web, PC",2,68,2020-10-29,"dead estate. Genres: Action, Indie. Available on: Web, PC. Released: 2020-10-29","Singleplayer, Steam Achievements, Full controller support, Steam Cloud, 2D, Horror, Gore, Violent"
Captain Tsubasa: Rise of New Champions,"Action, RPG, Sports, Casual","PlayStation 4, Nintendo Switch, PC",3,65,2020-08-27,"captain tsubasa rise of new champions. Genres: Action, RPG, Sports, Casual. Available on: PlayStation 4, Nintendo Switch, PC. Released: 2020-08-27","Singleplayer, Steam Achievements, Multiplayer, Full controller support, Steam Cloud, RPG, Co-op, Story Rich"
SpellForce 3: Fallen God,"RPG, Strategy",PC,2,70,2020-11-03,"spellforce 3 fallen god. Genres: RPG, Strategy. Available on: PC. Released: 2020-11-03","Singleplayer, Steam Achievements, Multiplayer, Full controller support, Steam Cloud, Atmospheric, RPG, Co-op"
Second Chance,"Adventure, RPG, Strategy, Casual, Indie, Puzzle","PC, iOS, macOS, Linux",6,56,2018-11-16,"second chance 2. Genres: Adventure, RPG, Strategy, Casual, Indie, Puzzle. Available on: PC, iOS, macOS, Linux. Released: 2018-11-16","Singleplayer, Steam Achievements, Full controller support, Atmospheric, RPG, Story Rich, Open World, 2D"
Mother 3,RPG,Game Boy Advance,,86,2006-04-20,mother 3. Genres: RPG. Available on: Game Boy Advance. Released: 2006-04-20,Singleplayer
TT Isle of Man,"Simulation, Racing","Xbox One, PC, Nintendo Switch",5,58,2018-03-13,"tt isle of man. Genres: Simulation, Racing. Available on: Xbox One, PC, Nintendo Switch. Released: 2018-03-13","Singleplayer, Multiplayer, Full controller support, Online multiplayer, Local Multiplayer, motorbike"
Troubleshooter,"RPG, Strategy, Indie","PlayStation 4, PC, Nintendo Switch",4,67,2017-12-30,"troubleshooter. Genres: RPG, Strategy, Indie. Available on: PlayStation 4, PC, Nintendo Switch. Released: 2017-12-30","Singleplayer, Multiplayer, steam-trading-cards, RPG, Early Access, party, application"
Animal Crossing: Wild World,Casual,"Wii U, Nintendo DS",38,85,2005-12-05,"animal crossing wild world. Genres: Casual. Available on: Wii U, Nintendo DS. Released: 2005-12-05","console, NES, bugs"
Regimental Chess,Strategy,"PC, macOS",3,0,2015-04-29,"regimental chess. Genres: Strategy. Available on: PC, macOS. Released: 2015-04-29","Multiplayer, Free to Play, Cross-Platform Multiplayer, Chess"
Dead Hungry Diner,"Casual, Indie",PC,1,56,2012-04-23,"dead hungry diner. Genres: Casual, Indie. Available on: PC. Released: 2012-04-23","Singleplayer, Steam Achievements, Steam Cloud, steam-trading-cards, Steam Leaderboards, stats, Zombies, Management"
Fall of the New Age Premium Edition,"Adventure, Casual","PC, macOS, Linux",1,0,2014-07-25,"fall of the new age premium edition. Genres: Adventure, Casual. Available on: PC, macOS, Linux. Released: 2014-07-25","Singleplayer, Point & Click, Hidden Object"
Shift,"Strategy, Board Games, Indie, Puzzle","PC, iOS",3,31,2009-01-19,"shift. Genres: Strategy, Board Games, Indie, Puzzle. Available on: PC, iOS. Released: 2009-01-19","Singleplayer, Steam Achievements, steam-trading-cards, Steam Leaderboards, Female Protagonist, Anime, Relaxing"
Taimumari,"Action, Adventure, Indie","PC, Linux",4,60,2015-12-16,"taimumari. Genres: Action, Adventure, Indie. Available on: PC, Linux. Released: 2015-12-16","Singleplayer, Steam Achievements, Full controller support, Steam Cloud, steam-trading-cards, Difficult, Female Protagonist, Pixel Graphics"
Farnham Fables,"Adventure, Casual, Indie",PC,4,0,2016-06-20,"farnham fables. Genres: Adventure, Casual, Indie. Available on: PC. Released: 2016-06-20","Singleplayer, steam-trading-cards, Anime, Point & Click, Nudity, Memes, Visual Novel, Dating Sim"
Go Mission: Space Travel,"Action, Adventure, Indie","macOS, PC, Linux",4,0,2016-07-21,"go mission space travel. Genres: Action, Adventure, Indie. Available on: macOS, PC, Linux. Released: 2016-07-21","Singleplayer, Atmospheric, steam-trading-cards, 2D, Sci-fi, Partial Controller Support, Funny, Local Co-Op"
One-armed robber,"Action, Strategy, Simulation, Indie",PC,2,45,2023-12-15,"one armed robber. Genres: Action, Strategy, Simulation, Indie. Available on: PC. Released: 2023-12-15","Singleplayer, Multiplayer, Steam Cloud, Co-op, cooperative, First-Person, FPS, Online Co-Op"
A.V.A Global,"Action, Massively Multiplayer",PC,1,73,2022-08-23,"ava global. Genres: Action, Massively Multiplayer. Available on: PC. Released: 2022-08-23","Multiplayer, Co-op, cooperative, First-Person, FPS, Online Co-Op, Violent, Free to Play"
Grand Theft Auto: The Trilogy – The Definitive Edition,"Action, Shooter","PlayStation 4, Nintendo Switch, Xbox Series S/X, PlayStation 5, Android, Xbox One, iOS, PC",,41,2021-11-11,"grand theft auto the trilogy the definitive editio. Genres: Action, Shooter. Available on: PlayStation 4, Nintendo Switch, Xbox Series S/X, PlayStation 5, Android, Xbox One, iOS, PC. Released: 2021-11-11","Atmospheric, Great Soundtrack, Sandbox, 3rd-Person Perspective, Music, violence, criminal, for-adults-only"
Your Chronicle,RPG,"iOS, PC, macOS, Linux",4,54,2021-04-04,"your chronicle. Genres: RPG. Available on: iOS, PC, macOS, Linux. Released: 2021-04-04","Singleplayer, Steam Achievements, Steam Cloud, RPG, 2D, Fantasy, Free to Play, Tactical"
Umurangi Generation,"Simulation, Casual, Indie","Nintendo Switch, PC",2,76,2020-05-19,"umurangi generation. Genres: Simulation, Casual, Indie. Available on: Nintendo Switch, PC. Released: 2020-05-19","Singleplayer, Atmospheric, Great Soundtrack, First-Person, Sci-fi, Partial Controller Support, FPS, Exploration"
Foregone,"Action, Adventure, Indie","Xbox One, Nintendo Switch, PlayStation 4, PC, iOS",2,72,2020-10-05,"foregone. Genres: Action, Adventure, Indie. Available on: Xbox One, Nintendo Switch, PlayStation 4, PC, iOS. Released: 2020-10-05","Singleplayer, Full controller support, 2D"
Those Who Remain,Adventure,"Nintendo Switch, PlayStation 4, macOS, Xbox One, PC",4,55,2020-05-15,"those who remain. Genres: Adventure. Available on: Nintendo Switch, PlayStation 4, macOS, Xbox One, PC. Released: 2020-05-15","Singleplayer, Steam Achievements, Full controller support, Horror, Dark, Captions available, Psychological"
Flow:The Sliding,"Casual, Indie","Linux, macOS, PC",1,60,2017-07-16,"flowthe sliding. Genres: Casual, Indie. Available on: Linux, macOS, PC. Released: 2017-07-16","Singleplayer, Steam Achievements, Great Soundtrack, Partial Controller Support, Difficult"
Avatar: The Last Airbender - The Burning Earth,"Action, Fighting, Platformer","Game Boy Advance, Xbox 360, Nintendo DS, PlayStation 2, Wii",,54,2007-10-16,"avatar tla tbe. Genres: Action, Fighting, Platformer. Available on: Game Boy Advance, Xbox 360, Nintendo DS, PlayStation 2, Wii. Released: 2007-10-16","Survival, battle, friends, island, race, challenge, fire, escape"
Trials 2: Second Edition,"Sports, Racing, Indie",PC,1,68,2008-05-28,"trials 2 second edition. Genres: Sports, Racing, Indie. Available on: PC. Released: 2008-05-28","Singleplayer, Steam Achievements, Multiplayer"
Stalingrad,Strategy,PC,1,67,2004-12-03,stalingrad. Genres: Strategy. Available on: PC. Released: 2004-12-03,"Singleplayer, Steam Cloud, War, RTS, World War II"
This Book Is A Dungeon,"Adventure, Indie",PC,3,0,2015-10-09,"this book is a dungeon. Genres: Adventure, Indie. Available on: PC. Released: 2015-10-09","Singleplayer, steam-trading-cards, RPG, Horror, Pixel Graphics, Dungeon Crawler, Choose Your Own Adventure, Interactive Fiction"
Necromonads,Action,PC,1,25,2015-10-27,necromonads. Genres: Action. Available on: PC. Released: 2015-10-27,"Singleplayer, Steam Achievements, Full controller support, Steam Leaderboards, Retro"
Freshman Year,Indie,"PC, macOS",1,0,2015-04-20,"freshman year. Genres: Indie. Available on: PC, macOS. Released: 2015-04-20","Singleplayer, Female Protagonist, Short"
Contract With The Devil,"Adventure, Casual",PC,5,56,2015-12-11,"contract with the devil. Genres: Adventure, Casual. Available on: PC. Released: 2015-12-11","Singleplayer, Steam Achievements, steam-trading-cards, Point & Click, Hidden Object"
Project Temporality,"Action, Adventure, Indie",PC,2,0,2014-05-20,"project temporality. Genres: Action, Adventure, Indie. Available on: PC. Released: 2014-05-20","Singleplayer, Steam Achievements, Full controller support, Steam Cloud, steam-trading-cards, Third Person, Sci-fi, Steam Leaderboards"
Space Empires V,Strategy,PC,1,61,2006-10-16,space empires v. Genres: Strategy. Available on: PC. Released: 2006-10-16,"Singleplayer, Multiplayer, Sci-fi, Space, Turn-Based, Turn-Based Strategy, 4X"
One Night Stand,"Simulation, Casual, Indie","Linux, macOS, PC, Nintendo Switch, PlayStation 4",3,74,2016-11-06,"one night stand. Genres: Simulation, Casual, Indie. Available on: Linux, macOS, PC, Nintendo Switch, PlayStation 4. Released: 2016-11-06","Singleplayer, Steam Achievements, Steam Cloud, steam-trading-cards, Story Rich, Nudity, Mystery, Choices Matter"
Eleusis,"Adventure, Indie",PC,3,46,2013-10-16,"eleusis. Genres: Adventure, Indie. Available on: PC. Released: 2013-10-16","Singleplayer, Steam Cloud, steam-trading-cards, First-Person, Horror, Walking Simulator"
The Land of Pain,"Adventure, Indie",PC,4,44,2017-09-13,"the land of pain. Genres: Adventure, Indie. Available on: PC. Released: 2017-09-13","Singleplayer, Full controller support, Horror, Gore, Lovecraftian"
Aeon Command,"Strategy, Casual, Indie","macOS, PC, Linux",3,43,2014-07-03,"aeon command. Genres: Strategy, Casual, Indie. Available on: macOS, PC, Linux. Released: 2014-07-03","Singleplayer, Steam Achievements, Multiplayer, Steam Cloud, steam-trading-cards, Sci-fi, Steam Leaderboards, stats"
Onechanbara Z2: Chaos,Action,"PC, PlayStation 4",4,71,2014-10-30,"onechanbara z2 chaos. Genres: Action. Available on: PC, PlayStation 4. Released: 2014-10-30","Female Protagonist, Anime, Zombies, Hack and Slash, Mature, crowd combat, sexy"
INVERSUS,"Action, Strategy, Indie","PlayStation 4, Nintendo Switch, Xbox One, PC",1,68,2016-08-16,"inversus. Genres: Action, Strategy, Indie. Available on: PlayStation 4, Nintendo Switch, Xbox One, PC. Released: 2016-08-16","Singleplayer, Steam Achievements, Multiplayer, Full controller support, Steam Cloud, steam-trading-cards, Co-op, cooperative"
Cloud Gardens,"Simulation, Casual, Indie","macOS, PC, Xbox One",1,74,2020-09-08,"cloud gardens. Genres: Simulation, Casual, Indie. Available on: macOS, PC, Xbox One. Released: 2020-09-08","Singleplayer, Steam Cloud, Atmospheric, Sandbox, Early Access, Family Friendly, Post-apocalyptic, Short"
Zup! 7,"Casual, Indie, Puzzle",PC,3,52,2017-12-12,"zup 7. Genres: Casual, Indie, Puzzle. Available on: PC. Released: 2017-12-12","Singleplayer, Steam Achievements, 2D, Short, Physics, Relaxing, Minimalist"
Distant Space 2,"Action, Adventure, Casual, Indie",PC,1,40,2017-11-02,"distant space 2. Genres: Action, Adventure, Casual, Indie. Available on: PC. Released: 2017-11-02","Singleplayer, Steam Achievements, Full controller support"
Broken Sword 1 - The Shadow of the Templars,"Adventure, Puzzle","Classic Macintosh, PlayStation, Game Boy Advance, PC",7,87,1996-09-30,"broken sword the shadow of the templars. Genres: Adventure, Puzzle. Available on: Classic Macintosh, PlayStation, Game Boy Advance, PC. Released: 1996-09-30",Singleplayer
Kinect Star Wars,Action,Xbox 360,,64,2012-03-22,kinect star wars. Genres: Action. Available on: Xbox 360. Released: 2012-03-22,"exclusive, true exclusive"
The Gunstringer,"Action, Shooter",Xbox 360,,56,2011-05-24,"the gunstringer. Genres: Action, Shooter. Available on: Xbox 360. Released: 2011-05-24","exclusive, true exclusive"
Tanki X,"Action, Massively Multiplayer","PC, macOS",1,46,2017-04-20,"tanki x. Genres: Action, Massively Multiplayer. Available on: PC, macOS. Released: 2017-04-20","Multiplayer, Free to Play, Online multiplayer, Early Access, In-App Purchases, mmo, Tanks"
